"sigid","ligand","perturbed_receptors","n_upregulated","n_downregulated","total_strength","n_significant_genes","n_signatures"
"sig_TFPI_1_y3","TFPI","ACKR3,ACKR4,ACVR1B,ADAM23,ADGRL1,ADORA2B,AMFR,APLP2,APP,ATP6AP2,BCAM,BMPR2,CANX,CCR1,CD47,CD80,CD82,CD9,CD93,CMKLR1,CRLF3,CSF1R,DAG1,DDR1,DIP2A,DYSF,EDA2R,ENO1,EPCAM,EPHA2,EPHB1,ERAP1,F11R,F3,FGFR1,FGFR2,FLOT1,GLG1,GPC1,GRM4,HTR1D,ICOS,IFNLR1,IGF2R,IL10RB,IL11RA,IL1R2,ITGA5,ITGA7,ITGA9,ITGAX,ITGB1,ITGB2,ITGB3,ITGB5,JAM2,JAM3,JMJD6,KDR,LAMA4,LAMP1,LIFR,LINGO1,LPAR2,LRP5,LTBR,MGRN1,NCSTN,NECTIN2,NECTIN3,NOTCH2,NOTCH4,NRXN2,OLR1,PDGFRA,PLXNA1,PROCR,PTK7,PTPRS,RAMP1,RAMP3,RTN4R,RYK,SCARB1,SDC1,SDC4,SLC40A1,SORT1,SPN,ST14,TDGF1,TFRC,TGFBR3,THBD,TNFRSF1B,TNFRSF21,UNC5B,VASN,VIPR1,VSIR",1517,1156,1195.05254615228,2673,3
"sig_TGM2_1_y3","TGM2","ABCA1,ACVRL1,ADAM22,ADGRE5,ADGRL1,ADORA2B,ADRB2,AGR2,ALCAM,ALOX5,AMFR,APLP2,APP,ATP1A3,ATP6AP2,BAMBI,BCAM,BMPR1A,BMPR2,BTLA,CCRL2,CD151,CD226,CD36,CD4,CD44,CD47,CD55,CD6,CD82,CD9,CDH7,CEACAM1,CKAP4,CNTNAP1,CRLF3,CSPG4,CXADR,DIP2A,DPP4,EDAR,EFNB1,EGFR,ENG,EPCAM,EPHA1,EPHA4,EPHB1,EPHB6,ERBB2,F2R,F2RL1,F3,FGFR2,FGFR3,FZD3,FZD5,GCGR,GIPR,GPR37,GRIN2D,HTR1D,ICAM1,ICOSLG,IFNGR2,IFNLR1,IGF2R,IL13RA1,IL17RB,IL17RE,IL1RAP,IL20RB,IL22RA1,IL2RG,IL4R,INSR,ITGA1,ITGA3,ITGA6,ITGA9,ITGAM,ITGB1,ITGB4,ITGB5,ITGB7,ITGB8,KISS1R,KLRC2,KREMEN1,L1CAM,LDLR,LEPR,LGR4,LGR6,LINGO1,LMBR1L,LRP1,LRP11,LRP8,LTBR,MCAM,MET,MTNR1A,MYLK,NECTIN2,NMUR2,NPFFR1,NPR2,NRP2,NT5E,PLA2R1,PLAUR,PLD2,PLSCR4,PLXNA1,PLXNA2,PLXNB2,PLXND1,PRLR,PROCR,PTPRF,PTPRJ,PTPRK,PTPRM,PVR,RAMP1,RHBDL2,ROBO2,RTN4R,SCARB1,SCARF1,SIRPA,SLC40A1,SORT1,ST14,STRA6,TFR2,TFRC,TGFBR1,TGFBR3,TNFRSF1A,TNFRSF21,TSPAN1,TYRO3,VASN,VIPR1,VLDLR,VSIR",2489,2390,5226.19572477496,4879,6
"sig_TGM2_2_y3","TGM2","ABCA1,ACVR1,ACVR1B,ACVR1C,ACVR2A,ACVR2B,ADAM11,ADAM23,ADCY1,ADGRE5,ADGRG1,ADGRL1,ADIPOR1,ADIPOR2,ADORA2B,AMFR,APLP2,APP,ATP5F1B,ATRN,AXL,BAMBI,BCAM,BMPR1A,BMPR2,BOC,C5AR1,CADM1,CANX,CAV1,CD151,CD226,CD274,CD55,CD72,CD81,CD82,CDON,CHRNA7,CKAP4,CNTN1,CNTNAP2,CR2,CXADR,CXCR5,DAG1,DCBLD2,DDR1,DPP4,DSG2,EGFR,EPHA2,EPHB2,EPHB3,EPHB4,EPOR,ERBB2,ERBB3,F11R,F2R,F2RL1,F3,FAS,FGFR1,FGFR3,FGFRL1,FZD1,FZD2,FZD3,FZD4,FZD7,FZD9,GLG1,GPR35,GPR37,GPR39,HLA-F,HMMR,HRH1,HTR1D,HTR7,IFNAR1,IFNGR1,IGF2R,IL13RA1,IL15RA,IL17RA,IL17RB,IL17RE,IL18R1,IL1R1,IL1RAPL1,IL20RA,IL27RA,IL6R,IL6ST,INSR,ITGA2,ITGA3,ITGA5,ITGA7,ITGB4,ITGB5,ITGB8,JMJD6,KREMEN1,L1CAM,LAMP1,LDLR,LGR4,LIFR,LINGO1,LMBR1L,LPAR1,LPAR3,LRP1,LRP4,LRP5,LRP8,LTK,MC1R,MCAM,MERTK,MET,MGRN1,NCSTN,NECTIN1,NECTIN2,NECTIN3,NECTIN4,NGFR,NPR2,NRP1,NRP2,NT5E,OGFR,OPRL1,OSMR,PILRA,PLAUR,PLD2,PLXNA1,PLXNA3,PLXNB1,PLXNB2,PLXNB3,PLXND1,PTCH1,PTPRG,PTPRJ,PTPRK,PTPRM,PTPRS,PVR,RGMB,RNF43,ROBO3,ROR1,ROR2,RTN4R,RTN4RL1,RYK,S1PR2,SCN5A,SDC3,SDC4,SIRPA,SLC16A1,SLC16A7,SORL1,SSTR5,TFRC,TGFBR2,TGFBR3,TLR6,TMEM67,TNFRSF10B,TNFRSF10C,TNFRSF10D,TNFRSF12A,TNFRSF1A,TNFRSF21,TSPAN1,TYRO3,UNC5A,UNC5B,VASN,VIPR1,ZNRF3",2975,3752,2912.62220866743,6727,6
"sig_VCAN_1_y3","VCAN","ADAM23,CD7,CXCR4,DAG1,EPHA7,F2RL1,F3,FZD5,GLP2R,HMMR,ICAM1,ICAM3,IFNGR2,IL11RA,IL1RAP,ITGA5,ITGAE,LDLR,NPFFR2,NPR1,NRP2,NT5E,OLR1,PILRB,PTPRZ1,RTN4RL2,SDC1,STRA6,TFR2,TGFBR1,TNFRSF12A,TNFRSF19,TNFRSF21",499,542,1056.87273103047,1041,2
"sig_YBX1_1_y3","YBX1","ACVR2B,BAMBI,CAV1,CCKAR,CD44,CD46,DCBLD2,EGFR,F3,FGFRL1,FZD1,FZD4,FZD5,HLA-F,IFNAR1,ITGA3,NRP2,NT5E,OGFR,PLSCR1,S1PR2,SMO,SSTR2,STRA6,THY1,VCAM1,VLDLR",217,524,293.726343558401,741,18
"sig_YBX1_2_y3","YBX1","BAMBI,CD47,IFNGR1,PLSCR1",25,133,157.959163646987,158,18
"sig_YBX1_3_y3","YBX1","ABCA1,ACKR3,ADIPOR1,ADRB2,APP,BAMBI,C3AR1,CADM3,CCR1,CD274,CD47,CD55,CD9,CKAP4,CLEC2B,CSPG4,CXADR,DCBLD2,DDR2,DPP4,DSG2,EDNRA,EGFR,EPHA2,EPHB2,EPHB4,ERAP1,F2R,FAP,FAS,FGFR1,FZD4,FZD5,FZD6,FZD8,GAS1,GFRA1,HLA-F,HMMR,HRH1,HRH2,HTR1D,ICAM1,IFNAR1,IFNGR1,IGF2R,IL13RA2,IL4R,IL6ST,IL7R,ITGA5,ITGAV,ITGB1,ITGB8,LGR4,LMBR1L,LPAR2,LRP8,MYLK,NCSTN,NOTCH1,NOTCH2,NPR3,NRP2,NT5E,OGFR,OSMR,PLAUR,PLSCR1,PLSCR4,PLXNA2,PLXNA3,PROCR,PTPRF,RGMB,S1PR2,SDC1,SDC4,SLC16A1,SORT1,SSTR2,TFRC,TGFBR1,TLR4,TNFRSF10B,TNFRSF1A,TNFRSF21,TYRO3,VASN,VLDLR",1050,2147,2886.89295360422,3197,18
"sig_YBX1_4_y3","YBX1","ACKR3,ACVR1B,APP,ATP5F1B,AXL,BAMBI,BCAM,BDKRB1,BDKRB2,BMPR2,CD74,CD82,CNTNAP1,CRLF3,CSF1R,CXADR,DAG1,DCBLD2,DPP4,DSG2,DYSF,EGFR,EPHA2,ERBB2,F11R,F2R,F2RL1,F3,FAS,FGFR1,FLOT1,FZD1,FZD2,FZD4,FZD7,GFRA1,GPC4,HAVCR2,HLA-F,HMMR,ICAM1,IL10RB,IL6R,IL6ST,ITGA3,ITGA6,ITGB1,ITGB3,ITGB5,LDLR,LRP1,LRP11,LRP4,LTBR,MCAM,MYLK,NOTCH1,NOTCH2,NRP1,NT5E,OXTR,PILRB,PITPNM3,PLXNA1,PTK7,PTPRF,PTPRG,PTPRM,SCARB1,SDC4,SIRPA,SLC16A1,SORT1,SPN,STX1A,TFRC,TLR5,TNFRSF10D,TNFRSF11B,TNFRSF12A,TNFRSF19,TNFRSF1A,TNFRSF21,TYRO3,VASN,VCAM1,VLDLR",734,1965,772.026423401846,2699,18
"sig_HSP90AA1_2_GSE100317_a","HSP90AA1","ACVR2A,ADCY1,BMPR1A,BMPR2,CCR10,CCR4,CD1D,CD53,CLEC2B,COL13A1,CSF1R,DIP2A,DPP4,EPHB1,FLT4,FZD5,FZD8,GPC5,GPR1,IL10RB,IL18R1,IL1RAP,IL22RA1,IL22RA2,ITGA2,ITGB8,LRP8,LTBR,MRGPRX2,NOTCH2,NRP1,NRXN3,NTNG1,NTRK2,PLAUR,PLXNA2,RGMB,SCTR,SDC2,TIE1,TMIGD2,TNFRSF12A,TYRO3,UNC5A,ZNRF3",731,483,3159.68593132625,1214,24
"sig_HSP90AA1_4_GSE100317_a","HSP90AA1","EPHA2,GPR19,MYLK2,TNFRSF12A,TNFRSF19,VASN",126,77,641.641308091663,203,24
"sig_HSP90AA1_6_GSE100317_a","HSP90AA1","ACVR1B,ADAM11,ASGR2,CD200R1L,CD44,COL13A1,CR1,DCBLD2,EDNRB,EPHA2,FGFR4,FZD1,HTR2C,IL18R1,IL4R,KLRC2,LPAR1,LPAR4,LRP2,LRP8,MC1R,NOTCH2,NRXN2,PLAUR,PVR,SDC3,SDC4,SIRPG,SLAMF1,SLC40A1,TGFBR2,TNFRSF12A",473,313,1844.38886528492,786,24
"sig_HSP90AA1_8_GSE100317_a","HSP90AA1","ACVR1B,ADORA2B,ALCAM,ALOX5,AVPR1B,CD244,CTLA4,DAG1,EDNRB,EFNB1,F3,FGFR4,FGFRL1,FZD2,FZD9,IFNGR1,LAMA4,LGR6,LRP8,MC1R,MCHR2,NGFR,NOTCH3,OPRL1,PDGFRA,PLAUR,PLXNB3,TNFRSF12A,TNFRSF21,VASN",564,292,2022.41744455536,856,24
"sig_LPA_1_GSE101155_a","LPA","",3,2,2.16751491326233,5,1
"sig_MIF_1_GSE10241_a","MIF","ADORA1,ADRB2,AGTR2,ALOX5,CCR2,CD151,CD274,CDON,CLEC2D,CXCR4,DIP2A,DYSF,EDAR,EPHA2,EPHA4,EPHA5,EPHA8,EPHB1,FGFR1,FLT4,FZD4,IFNAR1,IGF1R,IL22RA2,IL2RB,IL6R,KREMEN1,LRP1,MC2R,MUSK,NOTCH1,NRCAM,NRP1,NRXN1,NRXN2,OGFR,PDE1B,PLAUR,PLXNB1,RAMP1,RNF43,ROR2,RYK,SPN,SSTR2,TNFRSF12A,TNFRSF14,TNFRSF8,UNC5B",885,936,1044.54114047367,1821,1
"sig_SFTPD_3_GSE107478_a","SFTPD","CD274,TREM1",25,1,72.1538261853641,26,1
"sig_S100A8_2_GSE109426_a","S100A8","ADCY1,ALOX5,C5AR1,CAV1,CCR1,CCR7,CCRL2,CD151,CD163,CD274,CD300LB,CD36,CD38,CD40,CD44,CD47,CD48,CD55,CD69,CD80,CD84,CD86,CD9,CEACAM1,CMKLR1,CRLF2,ENG,FPR2,HAVCR2,HRH1,IFNAR2,IL15RA,IL18R1,IL2RA,IL4R,IL7R,ITGAL,ITGB5,ITGB8,LILRB1,LILRB2,MERTK,MET,NOTCH1,NOTCH3,OGFR,PDGFRA,PECAM1,PILRA,PLSCR1,PLXNB2,PTPRJ,PVR,SDC2,SLAMF1,SLAMF7,ST14,TGFBR2,TNFRSF11A,TNFRSF14,TNFRSF1B,TNFRSF4,TNFRSF8,TNFRSF9",730,530,1859.72415333333,1260,2
"sig_JAG2_1_GSE114181_a","JAG2","ACKR3,ACVR1B,ACVR2B,ADGRE5,ADGRG1,ADIPOR1,ADORA1,ADORA2B,ADRA2A,ADRB2,ALCAM,APLP2,APP,ASGR1,ASGR2,ATP5F1B,AVPR1A,AVPR1B,AXL,BAMBI,BMPR1A,BMPR2,C3AR1,C5AR1,CADM1,CANX,CCKAR,CCR2,CCR4,CCR5,CCR6,CCRL2,CD151,CD163,CD180,CD1A,CD1B,CD1D,CD200R1,CD209,CD226,CD244,CD274,CD300LB,CD36,CD38,CD4,CD40,CD46,CD47,CD48,CD53,CD55,CD6,CD63,CD69,CD7,CD74,CD80,CD81,CD84,CD9,CD93,CEACAM1,CEACAM8,CFC1B,CKAP4,CLEC1B,CLEC2B,CLEC4M,CMKLR1,CR1,CRLF3,CSF1R,CSF2RA,CSF2RB,CSF3R,CXCR2,CXCR3,CXCR4,DAG1,DCBLD2,DDR1,DYSF,EDNRB,ENG,ENO1,EPCAM,EPHA2,EPOR,ERAP1,F11R,F2R,F2RL1,F3,FAS,FGFR1,FGFRL1,FLT1,FLT3,FPR1,FPR2,FPR3,FZD1,FZD2,FZD3,FZD5,FZD7,GAS1,GFRA2,GP1BA,GP6,GP9,GPC4,GPR182,GPR35,GPR39,HAVCR2,HLA-F,HMMR,HRH1,HRH2,HRH4,ICAM1,ICAM3,IFNAR1,IFNAR2,IFNGR2,IGF1R,IGFLR1,IL10RA,IL12RB1,IL13RA1,IL15RA,IL17RA,IL17RC,IL1R1,IL1R2,IL1RAP,IL1RL2,IL21R,IL27RA,IL31RA,IL4R,IL6R,IL6ST,IL7R,INSR,ITGA2,ITGA2B,ITGA4,ITGA7,ITGA9,ITGAE,ITGAL,ITGAV,ITGAX,ITGB1,ITGB3,ITGB7,JAM3,JAML,JMJD6,KIR2DL4,KL,LAIR1,LAMP1,LAMP2,LDLR,LILRA3,LILRB1,LILRB2,LPAR1,LPAR2,LPAR3,LRP1,LRP11,LRP8,LRRC4,MAG,MCAM,MERTK,MPL,MRC1,MYLK,NCR1,NECTIN2,NOTCH1,NOTCH2,NOTCH4,NPR1,NPR2,NPR3,NRP1,NTNG2,NTRK3,NTSR1,OGFR,OLR1,P2RY12,P2RY14,PDGFRA,PECAM1,PILRA,PLAUR,PLGRKT,PLSCR1,PLXDC2,PLXNA1,PLXNA3,PLXNC1,PRLR,PROCR,PTK7,PTPRC,PTPRM,PTPRS,PVR,ROBO3,ROBO4,RPSA,RXFP1,RYK,S1PR2,SCARB1,SCARF1,SCN5A,SDC2,SDC4,SELL,SELP,SIGLEC5,SIRPA,SLAMF1,SLAMF7,SLC16A1,SLC16A7,SLC40A1,SORL1,SORT1,SPN,ST14,STRA6,TBXA2R,TFRC,TGFBR1,TGFBR2,THY1,TLR4,TLR5,TLR6,TNFRSF10B,TNFRSF10C,TNFRSF12A,TNFRSF14,TNFRSF1A,TNFRSF1B,TNFRSF8,TRAF2,TREM1,TREM2,UNC5B,VIPR1,VSIR,ZNRF3",4937,3078,10117.2783306009,8015,2
"sig_JAG2_2_GSE114181_a","JAG2","ABCA1,ACKR2,ACKR3,ACVR1,ACVR1B,ACVR2B,ADGRG1,ADGRL1,ADIPOR2,ADORA1,ADORA2B,ADRB2,ALCAM,ALOX5,APCDD1,APLP2,APP,ASGR1,ATP6AP2,AXL,BAMBI,BEX3,BMPR1A,BMPR2,C5AR1,CADM1,CALCRL,CAV1,CCR10,CCR5,CCR6,CCR7,CCRL2,CD163,CD180,CD1A,CD1B,CD1D,CD200,CD200R1,CD22,CD226,CD244,CD274,CD300LB,CD33,CD36,CD38,CD40,CD44,CD47,CD48,CD5,CD53,CD55,CD63,CD7,CD72,CD74,CD80,CD81,CD84,CD9,CD93,CKAP4,CLEC2B,CLEC2D,CLEC4M,CR1,CRLF3,CSF1R,CSF2RA,CSF2RB,CSF3R,CTLA4,CX3CR1,CXADR,CXCR2,CXCR4,DCBLD2,DCHS1,DIP2A,DPP4,ENG,ENO1,EPCAM,EPHA2,EPHA5,EPHB3,EPHB6,EPOR,ERAP1,F11R,F2R,F2RL1,F3,FGFR1,FGFR3,FLOT1,FLT1,FLT3,FPR3,FZD1,FZD2,FZD4,FZD5,FZD6,FZD7,GAS1,GFRA2,GLG1,GPC1,GPC4,GPR35,GPR39,GRM5,HAVCR2,HLA-F,HMMR,HRH2,HRH4,HTR7,ICAM1,IFNAR1,IFNAR2,IFNLR1,IGF2R,IGFLR1,IL10RA,IL11RA,IL12RB1,IL13RA1,IL15RA,IL17RA,IL1R1,IL1RAP,IL1RL2,IL21R,IL22RA2,IL3RA,IL4R,IL6ST,IL7R,INSR,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA7,ITGAE,ITGAL,ITGAM,ITGAV,ITGAX,ITGB1,ITGB3,ITGB4,ITGB7,JAML,JMJD6,KIR2DL4,KIT,KLRB1,KLRD1,KLRF1,LAIR1,LAMP1,LAMP2,LDLR,LGR4,LILRA3,LILRB1,LILRB2,LPAR1,LPAR2,LPAR3,LRFN3,LRP1,LRP11,LRP8,LSR,LTK,LY9,MARCO,MCAM,MGRN1,MYLK,NCR3,NCSTN,NECTIN2,NOTCH1,NOTCH2,NOTCH4,NPR1,NPR2,NRP1,NRP2,NTNG1,OGFR,OLR1,P2RY12,PECAM1,PILRA,PITPNM3,PLAUR,PLGRKT,PLSCR1,PLXDC2,PLXNA2,PLXNA3,PLXNB2,PRLR,PROCR,PTGDR2,PTPRC,PTPRD,PTPRF,PTPRJ,PTPRK,PTPRM,PVR,RAMP1,RET,RNF43,RXFP1,RYK,S1PR2,SCARB1,SCARF1,SCN8A,SDC2,SDC4,SELL,SIGLEC10,SIGLEC5,SLAMF1,SLAMF7,SLC16A1,SLC16A7,SLC40A1,SORL1,SORT1,SPN,ST14,TACR1,TFR2,TGFBR1,TGFBR2,THY1,TLR2,TLR4,TLR5,TLR6,TMIGD2,TNFRSF10A,TNFRSF10B,TNFRSF10C,TNFRSF10D,TNFRSF11A,TNFRSF11B,TNFRSF1A,TNFRSF1B,TNFRSF21,TNFRSF25,TNFRSF9,TRAF2,TREM1,TREM2,TYROBP,UNC5B,UNC5C,VIPR1,VSIR,ZNRF3",4929,3603,10765.4861583814,8532,2
"sig_SEMA5A_1_GSE114578_a","SEMA5A","ABCA1,ADCY1,ADRB2,AMHR2,ASGR1,AXL,CEACAM1,EGFR,EPHB2,FAS,FGFR3,HLA-F,IL6ST,KLRC2,LINGO1,LRP1,NT5E,NTRK3,OGFR,OSMR,PLAUR,PLSCR1,PTH1R,RNF43,SDC4,THY1,TNFRSF10A,TNFRSF10B,TNFRSF10D,TNFRSF12A,TNFRSF9,VASN",649,422,1551.63557166945,1071,4
"sig_HRAS_3_GSE120040_a","HRAS","CADM1,CHRM3,DPP4,F2RL2,GFRA1,HLA-F,ITGA11,JAM2,L1CAM,PDE1C,PLSCR1",68,157,425.274062331432,225,6
"sig_HSP90AA1_1_GSE12287_a","HSP90AA1","ACKR3,ACVR1C,ADAM23,ADGRE5,ADGRG1,ALCAM,BMPR1A,BMPR2,CADM1,CAV1,CCR4,CCR6,CCR7,CCR8,CD2,CD274,CD4,CD40LG,CD44,CD47,CD6,CD63,CD74,CD80,CD82,CD86,CEACAM1,CHRM3,CLEC2D,CSF2RB,CXADR,DSG2,ERAP1,FAS,GPR19,ICAM3,ICOS,IFNAR1,IL10RA,IL17RC,IL1R1,IL1R2,IL21R,IL23R,IL2RA,IL2RB,IL4R,IL6ST,ITGAM,JAM2,JAML,KIT,KL,LRP8,MCAM,MERTK,NECTIN1,NECTIN4,NRP1,NRP2,PLSCR1,PLXNA1,PLXNB1,PLXNB2,PLXND1,PTH2R,PTPRC,PTPRG,PTPRJ,PTPRK,PTPRM,PTPRZ1,RGMB,RXFP1,SELL,SLAMF1,SLC16A7,SORL1,STRA6,TACR2,THY1,TMEM67,TNFRSF18,TNFRSF19,TNFRSF4,TNFRSF9,VCAM1,XCR1",1327,1280,1550.10104849493,2607,24
"sig_HSP90AA1_2_GSE12287_a","HSP90AA1","ACKR3,ACVR1B,ACVR1C,ADAM23,ADGRE5,ADGRG1,ALCAM,APLP2,AR,BAMBI,BMPR1A,BMPR2,CADM1,CAV1,CCR4,CCR6,CCR7,CCR8,CD2,CD274,CD320,CD38,CD4,CD40LG,CD44,CD46,CD47,CD55,CD6,CD63,CD80,CD82,CD86,CEACAM1,CHRM3,CLEC2B,CLEC2D,CSF2RB,CXADR,CXCR4,DCC,DDR1,DIP2A,DPP4,DSG2,ENO1,EPHA3,EPHA4,EPHB6,ERAP1,F11R,F2R,FAS,FGFR1,FGFR2,FZD3,GAS1,GFRA3,GPR19,GPR35,HLA-F,ICAM1,ICAM3,IFNAR1,IFNLR1,IGF1R,IL11RA,IL15RA,IL18R1,IL1R2,IL1RAP,IL21R,IL23R,IL2RB,IL3RA,IL4R,IL6R,IL7R,ITGAL,ITGAM,ITGB1,ITGB7,JAM2,JAML,JMJD6,KIT,KL,LGR4,LPAR2,LRFN3,LRP1,LRP5,LRP8,MCAM,MET,NCR3,NCSTN,NECTIN1,NECTIN4,NOTCH1,NPY5R,NRP2,PDGFRA,PDGFRB,PECAM1,PLD2,PLGRKT,PLSCR1,PLXNA1,PLXNB1,PLXNB2,PLXNC1,PLXND1,PTH2R,PTPRC,PTPRG,PTPRJ,PTPRK,PTPRM,PTPRZ1,PVR,RGMB,RXFP1,SELL,SELPLG,SLAMF1,SLC16A1,SLC16A7,SORL1,SPN,STRA6,TFRC,TGFBR1,THY1,TIGIT,TMEM67,TNFRSF10B,TNFRSF10D,TNFRSF13C,TNFRSF18,TNFRSF21,TNFRSF4,TNFRSF8,TYRO3,UNC5A,VCAM1",2656,2153,2856.92743633496,4809,24
"sig_CDH1_1_GSE123031_a","CDH1","ACKR3,ACVR1B,ACVR2A,ACVRL1,ADAM22,ADGRE5,ADGRG1,ADGRL1,ADORA1,ADORA2B,ADRB2,AGR2,ALCAM,ALOX5,AMFR,AMHR2,APLP2,APP,ATRN,AXL,BEX3,BMPR1A,BMPR1B,BMPR2,C5AR1,CANX,CAV1,CD151,CD274,CD320,CD44,CD46,CD47,CD55,CD74,CEACAM1,CLEC2D,CNR1,CNTN1,CNTNAP1,CNTNAP2,CR2,CRLF3,CSF1R,CSF2RA,CXADR,DCBLD2,DDR1,DPP4,DSC3,DYSF,EDNRA,EFNB1,EGFR,ENG,EPCAM,EPHA1,EPHA2,EPHB2,ERBB2,ERBB3,F11R,F2R,F2RL1,F3,FGFR3,FGFR4,FGFRL1,FZD2,FZD3,FZD4,FZD5,FZD7,FZD9,GALR2,GPC1,GPC4,GUCY2D,HLA-F,HTR1D,ICAM1,ICAM3,IFNAR2,IL13RA1,IL13RA2,IL17RB,IL1R1,IL1R2,IL1RAP,IL20RB,IL23R,IL27RA,IL4R,IL6ST,IL7R,ITGA1,ITGA2,ITGA3,ITGA6,ITGAE,ITGB1,ITGB2,ITGB3,ITGB4,ITGB5,ITGB6,JAM3,KISS1R,KIT,KLRG1,LAMP2,LEPR,LIFR,LILRA3,LINGO1,LPAR2,LPAR3,LPAR4,LRP11,LRP4,LRP5,LRP8,LSR,MAG,MCAM,MERTK,MGRN1,MMP24,MST1R,NECTIN2,NECTIN3,NEO1,NOTCH2,NOTCH3,NPR2,NRP1,NT5E,OPRL1,OSMR,OXTR,PHEX,PLAUR,PLGRKT,PLSCR1,PLSCR4,PLXDC1,PLXNA3,PLXNB2,PROCR,PTK7,PTPRB,PTPRK,PTPRM,QRFPR,RAMP1,RNF43,ROR1,SCARB1,SCN5A,SDC1,SDC4,SELL,SIRPA,SLAMF7,SLC40A1,SORL1,ST14,STRA6,STX1A,TFRC,TGFBR3,TLR5,TMEM67,TNFRSF10A,TNFRSF10B,TNFRSF11B,TNFRSF14,TNFRSF19,TNFRSF1B,TNFRSF25,TNFRSF6B,TNFRSF9,TSPAN1,TYRO3,UNC5A,VASN,VCAM1,VIPR1,VSIR,VTCN1,ZNRF3",2994,3516,5125.79458651272,6510,3
"sig_CCN2_1_GSE124529_a","CCN2","ACVR1B,AGTR1,ALCAM,ASGR1,ASGR2,ATP1A3,ATRN,AXL,BMPR2,CCR1,CD33,CD82,CD84,CDON,CXADR,DSC3,EPHA7,ERBB3,FZD3,FZD6,GPR39,HAVCR2,HCRTR1,HLA-F,HMMR,HTR2A,ICAM1,IGF1R,IGFLR1,IL17RA,IL1R2,IL1RAP,IL6R,IL6ST,ITGA1,ITGA10,ITGA5,ITGAL,ITGAV,ITGB5,LAMP2,LEPR,LIFR,LPAR2,MRC1,MYLK,NEO1,NT5E,OSMR,PDGFRB,PLSCR4,PLXNA2,PLXNB1,PLXNB2,PLXND1,PROKR2,PRTG,PTPRF,PTPRJ,RGMB,SDC2,SIGLEC10,SIRPA,SLC40A1,SORL1,SORT1,TNFRSF10B,TNFRSF1A,TSHR,VLDLR",1667,967,2362.94166298055,2634,1
"sig_YBX1_1_GSE125339_a","YBX1","ABCA1,ACKR3,ACVR1,ADAM22,ADAM23,ADCY1,ADIPOR2,ADRB2,AGR2,AMFR,APP,AR,ATP6AP2,ATRN,BAMBI,BCAM,BDKRB1,BMPR1B,BMPR2,BOC,BRS3,CANX,CAV1,CD1B,CD22,CD274,CD47,CD53,CD63,CD82,CDON,CKAP4,CNTNAP2,COL13A1,CR2,CRHR1,CRLF1,CRLF3,CX3CR1,CXCR3,DAG1,DDR1,DIP2A,DPP4,DSC1,EDAR,EFNB1,EPCAM,EPHA2,EPHA3,EPHA6,EPHA7,EPHB2,EPHB3,EPHB4,ERAP1,ERBB3,F11R,F2R,FAP,FAS,FGFR1,FGFR2,FGFR3,FGFR4,FGFRL1,FLOT1,FLT3,FZD1,FZD3,FZD4,FZD5,FZD6,FZD8,FZD9,GFRA1,GFRA4,GHR,GHRHR,GHSR,GIPR,GLG1,GPC1,GPR135,GPR19,GPR37L1,GRIN2D,GRM4,HAVCR1,HLA-F,HMMR,ICAM3,IFNAR1,IFNAR2,IFNGR1,IFNGR2,IGF1R,IGF2R,IGFLR1,IL10RB,IL13RA1,IL15RA,IL17RA,IL17RE,IL1R1,IL1R2,IL1RAP,IL1RL1,IL4R,IL5RA,IL6R,IL6ST,INSR,ITGA1,ITGA3,ITGA4,ITGA5,ITGAE,ITGAV,ITGB1,ITGB2,ITGB5,ITGB7,JMJD6,KISS1R,KL,KLRG1,KLRK1,KREMEN1,LAMP1,LAMP2,LEPR,LGR4,LGR6,LIFR,LILRA4,LPAR1,LPAR3,LRP1,LRP5,LRP6,LTBR,LY9,MC1R,MET,MGRN1,MYLK,NCSTN,NEO1,NOTCH1,NPBWR1,NPR1,NPR3,NPY1R,NRP1,NRXN1,NRXN2,NRXN3,NTNG1,NTNG2,NTRK3,OSMR,PLA2R1,PLG,PLGRKT,PLSCR1,PLXDC1,PLXDC2,PLXNA3,PLXNB1,PLXNB2,PLXND1,PROCR,PTCH1,PTCH2,PTH1R,PTPRF,PTPRJ,PTPRK,RAMP1,RET,RGMB,RNF43,ROBO1,ROBO3,ROR1,RPSA,RTN4R,RTN4RL1,RTN4RL2,RYK,SDC1,SDC2,SDC3,SELL,SIRPA,SLC16A1,SLC16A7,SORL1,SORT1,STRA6,TBXA2R,TEK,TFR2,TGFBR1,TGFBR2,TGFBR3,THY1,TIE1,TMIGD2,TNFRSF10B,TNFRSF10D,TNFRSF11A,TNFRSF18,TNFRSF19,TNFRSF21,TNFRSF6B,TNFRSF9,TYRO3,UNC5B,VASN,VIPR1,VLDLR",5003,3444,4258.018921213,8447,18
