"sigid","ligand","perturbed_receptors","n_upregulated","n_downregulated","total_strength","n_significant_genes","n_signatures"
"sig_NTN4_1_y","NTN4","ABCA1,ACVR1C,ACVR2B,ACVRL1,ADGRE5,ADGRG1,ADGRL1,ADIPOR1,ADIPOR2,ADORA1,ALCAM,AMFR,APLP2,APP,AR,ATP5F1B,ATP6AP2,AXL,BAMBI,BEX3,BMPR2,CADM1,CANX,CAV1,CCRL2,CD151,CD22,CD274,CD44,CD46,CD47,CD55,CD63,CD81,CD82,CD93,CDON,CEACAM1,CEACAM8,CKAP4,CLEC2B,CNTNAP1,COL13A1,CRLF1,CRLF3,CXADR,DAG1,DCBLD2,DDR1,DDR2,DSG2,DYSF,EFNB1,EGFR,ENG,ENO1,EPHA2,EPHA3,EPHA4,EPHA6,EPHB1,EPHB2,EPHB6,EPOR,ERAP1,ERBB3,F11R,F2R,F2RL1,F2RL2,F2RL3,F3,FGFRL1,FLOT1,FLT4,FZD2,FZD4,FZD5,FZD9,GLG1,GP6,GPC1,GPC4,GPR39,HAVCR2,HMMR,HRH1,HTR1D,ICOSLG,IFNAR1,IFNAR2,IFNGR1,IGF1R,IGF2R,IL11RA,IL13RA1,IL17RA,IL17RC,IL1R1,IL1RAP,IL22RA1,IL27RA,IL2RG,IL31RA,IL4R,IL6R,IL6ST,IL7R,ITGA1,ITGA2,ITGA3,ITGA5,ITGA6,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB8,JAM3,JMJD6,KDR,KIT,KLRC2,KLRK1,KREMEN2,LAMA4,LAMP1,LDLR,LINGO1,LPAR1,LPAR3,LRP8,LSR,LTBR,MC2R,MCAM,MERTK,MET,MGRN1,MYLK,NCSTN,NECTIN1,NECTIN2,NECTIN3,NGFR,NLGN1,NOTCH1,NOTCH2,NPR1,NPR2,NPR3,NPY1R,NRCAM,NRP1,NT5E,NTRK1,OSMR,PDGFRB,PECAM1,PILRB,PLAUR,PLD2,PLSCR1,PLXDC2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNB3,PROCR,PTH1R,PTK7,PTPRB,PTPRF,PTPRG,PTPRJ,PTPRK,RHBDL2,ROBO2,ROBO4,ROR1,ROR2,RPSA,RTN4RL2,RYK,S1PR2,SCARF1,SCN5A,SDC1,SDC2,SDC4,SELPLG,SLC16A1,SORT1,TACR2,TFRC,TGFBR2,TLR4,TNFRSF11A,TNFRSF12A,TNFRSF1A,TNFRSF21,TNFRSF9,TYRO3,UNC5C,VASN,VLDLR",3379,2655,2042.989005514,6034,1
"sig_NTNG1_1_y","NTNG1","ACVR2A,ACVRL1,ADORA1,AXL,BAMBI,BDKRB2,CD200,CD248,CD4,CSF2RB,CXADR,DCHS1,EDA2R,EPHA3,EPHB6,ERBB3,F2RL1,FGFR4,FGFRL1,FZD4,FZD7,GAS1,GLP2R,HLA-F,HTR1D,IGF1R,IL7R,INSR,ITGB5,LDLR,NEO1,NLGN1,NRCAM,NRP2,NRXN3,NTNG1,NTNG2,PDE1C,PLXDC2,PROCR,PRTG,PTGDR,PTGDR2,PTPRF,ROR2,SCN8A,SDC2,SDC3,SIRPA,TGFBR1,THBD,THY1,TNFRSF11B,TNFRSF19,TNFRSF1B,VCAM1,VIPR1,VLDLR",569,298,1586.59953537317,867,1
"sig_PCSK9_1_y","PCSK9","ACKR4,APP,CD55,CD9,CDON,CNTNAP1,DDR1,ENG,ENO1,FZD1,GIPR,IL6ST,ITGB1,ITGB4,KREMEN1,KREMEN2,L1CAM,LEPR,LIFR,LRP1,LRP4,NOTCH3,NPR3,OGFR,OLR1,PLAUR,PLXNB3,PLXND1,PTPRF,PTPRJ,PVR,SDC3,SORT1,ST14,TNFRSF12A,TRAF2,VLDLR",516,589,346.265348600909,1105,3
"sig_PCSK9_2_y","PCSK9","ABCA1,ADGRG1,ATP5F1B,BMPR2,CANX,CD151,CD320,DDR1,EPHA2,EPHB4,FZD10,GCGR,GIPR,GPC1,HMMR,IL17RC,IL6ST,ITGB5,KREMEN2,LIFR,MMP24,OGFR,ROBO1,SDC1,TNFRSF12A,VASN,ZNRF3",690,565,445.245693241472,1255,3
"sig_PCSK9_3_y","PCSK9","ATP6AP2,GPC4,HMMR,HTR7,ITGB1",241,133,472.331806018679,374,3
"sig_PODXL_1_y","PODXL","",3,1,11.1741137632442,4,3
"sig_POSTN_1_y","POSTN","ABCA1,ACKR4,ACVR1,ACVR1B,ACVRL1,ADAM22,ADAM23,ADGRG1,ADGRL1,ADIPOR1,ADIPOR2,ADRB2,AGTR1,ALCAM,APLP2,APP,AR,ATP6AP2,ATRN,AXL,BAMBI,BDKRB1,BDKRB2,BEX3,BMPR1A,BMPR1B,BMPR2,C5AR1,CAV1,CCR10,CD22,CD248,CD44,CD46,CD47,CD81,CD82,CD9,CKAP4,CNTN1,CNTNAP1,CRLF1,CSPG4,CXCR4,DCBLD2,DCHS1,DDR1,DDR2,DIP2A,DPP4,DSG2,EDNRB,EGFR,ENG,ENO1,EPHA2,EPHB3,EPHB4,EPHB6,F11R,F2RL1,F2RL2,FAP,FAS,FGFR1,FLOT1,FZD1,FZD4,FZD5,FZD6,FZD7,FZD8,GAS1,GPC1,GPC4,GPR135,HHIP,HLA-F,HTR2A,ICAM1,ICOSLG,IFNAR1,IFNAR2,IFNGR1,IFNGR2,IL10RB,IL11RA,IL13RA1,IL17RB,IL1R1,IL27RA,IL6R,IL6ST,IL7R,INSR,ITGA1,ITGA10,ITGA11,ITGA2,ITGA3,ITGA4,ITGA5,ITGA6,ITGA7,ITGAV,ITGB1,ITGB5,ITGB8,JAM2,JAM3,JMJD6,KCNJ15,KREMEN1,L1CAM,LAMA4,LAMP2,LDLR,LEPR,LGR4,LIFR,LMBR1L,LPAR1,LPAR2,LRFN5,LRP1,LRP11,LRP4,LRRC4,MC1R,MCHR1,MET,MGRN1,MYLK,NCAM1,NECTIN1,NECTIN2,NECTIN3,NEO1,NOTCH2,NOTCH3,NPR3,NRCAM,NRP1,NRP2,NRXN3,NT5E,OGFR,OSMR,PDE1C,PDGFRA,PDGFRB,PHEX,PLA2R1,PLSCR1,PLSCR4,PLXDC1,PLXDC2,PLXNA1,PLXNA2,PLXNA4,PLXNB1,PLXNB2,PLXNB3,PLXNC1,PLXND1,PRLR,PROCR,PTCH1,PTK7,PTPRB,PTPRG,PTPRJ,PTPRK,PTPRS,PVR,RGMB,ROBO1,ROR1,ROR2,RYK,S1PR2,SDC1,SDC2,SDC3,SDC4,SIRPA,SLC16A1,SLC16A7,SLC40A1,SORT1,SSTR1,TBXA2R,TGFBR2,THBD,THY1,TLR2,TLR4,TLR6,TMEM67,TNFRSF10A,TNFRSF10B,TNFRSF10D,TNFRSF11B,TNFRSF12A,TNFRSF1B,TNFRSF21,TNFRSF25,TYRO3,UNC5B,VASN,VCAM1,VSIR,ZNRF3",3211,2751,2502.3754945488,5962,2
"sig_PRL_2_y","PRL","ADAM22,ADGRE5,ADGRG1,ADRA2A,AGR2,ATRN,BMPR1A,CD19,CD44,CD82,CDH7,CKAP4,CNTNAP2,CSF2RA,CXADR,EPCAM,EPHA2,EPHA4,ERBB3,ERBB4,F2RL1,F3,FZD2,FZD4,FZD5,GFRA1,GHR,GP1BA,GPR37,HMMR,ICAM1,ICOSLG,IFNGR2,IL15RA,IL17RC,IL17RE,IL1R1,IL4R,IL6R,ITGA2,ITGA3,ITGA5,ITGA6,ITGB1,ITGB6,L1CAM,LDLR,LIFR,LPAR1,LRP1,LRP2,LRP4,LRP8,LSR,LTBR,NECTIN3,NOTCH1,NPR3,NPY1R,OGFR,OLR1,OSMR,PLA2R1,PLGRKT,PLXNA2,PLXND1,PRTG,PVR,SCARB1,SCN8A,SDC1,SDC3,SDC4,SSTR2,TLR5,TNFRSF10A,TNFRSF10C,TNFRSF11A,TNFRSF12A,TNFRSF1A,TNFRSF21,VTCN1,ZNRF3",1298,1052,897.184101546873,2350,15
"sig_PRL_3_EV_y","PRL","",0,1,2.4672642344343,1,15
"sig_PRL_3_S726A_y","PRL","",4,1,7.28580593822042,5,15
"sig_PRL_3_S780A_y","PRL","",0,1,2.42542338149715,1,15
"sig_PRL_3_WT_y","PRL","",0,1,2.50307616141083,1,15
"sig_PRL_3_Y694F_y","PRL","",0,1,0.923788249711824,1,15
"sig_PRL_4_y","PRL","ABCA1,ACVR1,ACVR1B,ACVR2B,ADCY1,ADGRG1,ADIPOR1,ADRA2A,ADRA2B,AGR2,ALCAM,AMFR,APLP2,APP,AR,ATP1A3,ATP6AP2,ATRN,BAMBI,BCAM,BDKRB2,BMPR2,BOC,CADM1,CANX,CCR1,CCR10,CCR4,CCR6,CD151,CD180,CD1D,CD22,CD36,CD40,CD44,CD46,CD47,CD55,CD63,CD72,CD74,CD81,CD82,CD84,CDON,CEACAM1,CKAP4,CLEC2B,CNTFR,CNTNAP1,CNTNAP2,CRLF1,CXADR,CXCR4,CXCR5,DAG1,DCBLD2,DDR1,DIP2A,DSG2,EGFR,ENG,ENO1,EPHA1,EPHA4,EPHB2,EPHB3,EPHB6,EPOR,ERAP1,ERBB2,ERBB3,ERBB4,F11R,F2R,F2RL1,FAS,FCGR1A,FGFR1,FGFR2,FGFR3,FGFR4,FGFRL1,FLOT1,FLT4,FZD1,FZD2,FZD3,FZD4,FZD5,FZD7,GALR1,GFRA1,GP1BB,GPC1,GPC4,GPR37,GPR37L1,GRIN2D,GRM4,GRPR,HLA-F,HRH3,ICAM1,ICAM3,IFNAR2,IFNGR1,IFNGR2,IFNLR1,IGF2R,IGFLR1,IL10RA,IL10RB,IL12RB1,IL15RA,IL17RB,IL17RE,IL1R1,IL1RAP,IL20RA,IL20RB,IL22RA1,IL27RA,IL6R,IL6ST,INSR,ITGA10,ITGA2,ITGA2B,ITGA5,ITGA6,ITGA7,ITGAE,ITGAV,ITGB2,ITGB5,JAM2,KCNJ15,KEL,KISS1R,KLRD1,KREMEN1,KREMEN2,L1CAM,LAIR1,LAMP2,LDLR,LEPR,LGR4,LIFR,LINGO1,LMBR1L,LPAR1,LPAR2,LRP1,LSR,MC1R,MERTK,MET,MPL,NCSTN,NECTIN2,NECTIN3,NECTIN4,NEO1,NGFR,NLGN1,NOTCH1,NPR1,NPR3,NPY1R,NRCAM,NRXN2,NTNG2,OGFR,OLR1,OPRL1,OSMR,OXTR,PDE1B,PHEX,PILRB,PITPNM3,PLD2,PLGRKT,PLSCR1,PLXNA1,PLXNB1,PLXNB2,PLXNB3,PLXND1,PRLHR,PROCR,PTK7,PTPRF,PTPRJ,PTPRK,PTPRM,PVR,QRFPR,RAMP2,RET,RGMB,ROBO1,ROBO2,ROBO3,ROR2,RPSA,RTN4RL1,RTN4RL2,SCARB1,SCN8A,SDC1,SDC2,SDC3,SDC4,SELL,SIGLEC10,SIRPA,SLAMF6,SLC40A1,SMO,SORL1,SORT1,SSTR2,ST14,TFR2,TFRC,TGFBR1,THY1,TLR5,TMEM67,TNFRSF10B,TNFRSF11A,TNFRSF12A,TNFRSF13C,TNFRSF14,TNFRSF18,TNFRSF1A,TNFRSF21,TNFRSF25,TNFRSF6B,TRAF2,TSPAN1,TYRO3,UNC5A,UNC5B,UNC5C,VASN,VIPR1,VLDLR,VSIR,VTCN1",4617,4253,7667.8689186959,8870,15
"sig_PTHLH_1_y","PTHLH","ADAM11,ADAM23,ADGRE5,ADIPOR2,AGR2,ALCAM,APLP2,APP,AR,ASGR1,ATP1A3,ATRN,BAMBI,BDKRB1,BDKRB2,BMPR1B,CADM1,CALCR,CAV1,CCRL2,CD151,CD200R1,CD200R1L,CD274,CD44,CD47,CD55,CD63,CD81,CD82,CD8A,CSPG4,DPP4,DYSF,EDA2R,EGFR,ENO1,EPHA1,EPHA2,EPHA3,EPHA4,EPHA6,EPHA7,EPHB2,EPHB4,EPHB6,ERBB2,F3,FAS,FGFR1,FGFR2,FGFR4,FZD1,FZD3,FZD4,FZD8,FZD9,GFRA1,GHR,GP1BA,GP6,GPR1,GPR75,GRPR,HCRTR1,HRH1,HRH2,HTR1E,ICAM1,ICAM3,ICOSLG,IGF2R,IL13RA1,IL17RA,IL18R1,IL1R1,IL1R2,IL20RA,IL21R,IL3RA,IL6R,INSR,ITGA10,ITGA2,ITGA3,ITGA5,ITGA6,ITGA7,ITGAD,ITGAM,ITGAV,ITGB4,ITGB5,ITGB8,KEL,KIT,KREMEN1,KREMEN2,LRP1,LRP5,LRP8,LRRC4,LTBR,MC1R,MC4R,MC5R,MGRN1,NGFR,NOTCH1,NPR1,NPY1R,NPY5R,NRCAM,NRP1,NRP2,NRXN2,NT5E,NTRK2,NTRK3,NTSR1,OPRD1,OSMR,OXTR,PHEX,PILRB,PLGRKT,PLSCR1,PLXDC2,PLXNA1,PLXNA3,PLXNA4,PLXNB1,PLXND1,PROCR,PRTG,PTCH1,PTK7,PTPRJ,PTPRS,RAMP1,RNF43,ROBO1,ROBO3,RTN4RL2,S1PR2,SCARB1,SCN5A,SDC2,SDC3,SELL,SIGLEC1,SIGLEC10,SLC16A7,SSTR2,ST14,STX1A,TGFBR3,TMEM67,TNFRSF10C,TNFRSF11B,TNFRSF12A,TNFRSF13C,TNFRSF18,TNFRSF19,TRAF2,TSPAN1,UNC5A,UNC5B,UNC5C,VASN,VIPR2,VLDLR",3153,2637,7447.463598858,5790,1
"sig_PVR_1_y","PVR","ABCA1,ACVR1C,ACVR2B,ADCY1,ADGRL1,ADIPOR1,ADORA2B,ALCAM,AXL,BMPR2,BOC,CAV1,CCR6,CD200,CD22,CD27,CD274,CD320,CD69,CD7,CD80,CD81,CD84,CD86,CD9,CLEC2B,CNTNAP1,CXCR3,DDR2,DYSF,EDA2R,ENG,EPHA2,F11R,F2R,FAS,FLT1,FLT4,FZD6,FZD7,GIPR,HLA-F,HRH4,ICAM1,IFNGR2,IFNLR1,IGF1R,IL10RA,IL11RA,IL1RAP,IL27RA,IL6R,IL6ST,INSR,ITGA11,ITGA4,ITGA5,ITGA6,ITGAM,ITGAV,ITGAX,ITGB4,ITGB5,ITGB7,JAML,KIR3DL2,KISS1R,KL,LAMP1,LDLR,LRP1,LRP11,LRP2,LRP6,LSR,NCR3,NRCAM,OSMR,PDE1B,PECAM1,PLGRKT,PLSCR1,PLXNB1,PLXNB2,PTCH1,PTGDR2,PTPRF,PTPRK,PTPRM,PTPRS,PVRIG,RYK,SCARF1,SELL,SELPLG,SLAMF1,SPN,SSTR3,TGFBR1,TGFBR3,TLR2,TNFRSF10A,TNFRSF10B,TNFRSF10D,TNFRSF11A,TNFRSF19,TNFRSF8,TNFRSF9,VLDLR,ZNRF3",1841,1810,3837.46397073785,3651,3
"sig_PVR_2_y","PVR","ABCA1,ACKR2,ACKR3,ACVR1C,ACVR2B,ADAM22,ADCY1,ADGRL1,ADRA2B,ASGR1,AXL,BTLA,CCR2,CCR7,CD2,CD200,CD200R1,CD22,CD226,CD244,CD27,CD274,CD28,CD33,CD38,CD4,CD40LG,CD5,CD53,CD55,CD6,CD69,CD7,CD79A,CD80,CD84,CD9,CD93,CD96,CKAP4,CLEC2B,CNTNAP1,CNTNAP2,CXCR3,CXCR4,DDR1,DDR2,ENO1,EPCAM,EPHA1,EPHA2,EPHB6,F11R,F2R,F2RL1,F2RL3,FGFR1,FGFR4,FGFRL1,FLT1,FLT4,FZD1,FZD3,FZD4,FZD5,FZD7,FZD9,GALR2,GPR135,GRIN2D,HMMR,HRH1,HRH2,ICAM1,ICOS,IFNAR1,IFNAR2,IFNGR1,IFNGR2,IGF1R,IL10RA,IL10RB,IL12RB1,IL12RB2,IL15RA,IL1RAP,IL27RA,IL2RA,IL6R,INSR,ITGA11,ITGA2,ITGA3,ITGA4,ITGA5,ITGA6,ITGAE,ITGAL,ITGAV,ITGB4,ITGB7,JAM2,JAM3,KISS1R,KIT,KLRB1,KLRG1,LAG3,LAIR1,LAMP1,LAMP2,LDLR,LRP1,LRP11,LRP2,LRP6,LRP8,LSR,LTK,MCAM,NCR2,NECTIN1,NECTIN2,NRCAM,PDCD1,PDE1B,PDGFRA,PECAM1,PLAUR,PLSCR1,PLXNA1,PLXNA3,PLXNB2,PLXNB3,PLXND1,PTCH1,PTCH2,PTK7,PTPRC,PTPRF,PTPRG,PTPRJ,PTPRK,PTPRM,PTPRS,PVR,PVRIG,RAMP1,RGMB,RNF43,ROBO1,ROBO3,RTN4RL1,RYK,SCARB1,SCARF1,SDC3,SDC4,SELL,SELPLG,SIRPG,SLAMF1,SLC16A1,SLC40A1,SORL1,SPN,SSTR3,STRA6,TFR2,THY1,TLR5,TNFRSF10A,TNFRSF10B,TNFRSF10D,TNFRSF11A,TNFRSF14,TNFRSF1B,TNFRSF21,TNFRSF8,TNFRSF9,TREM1,UNC5B,VIPR2,VLDLR,ZNRF3",1923,2464,5707.75517328399,4387,3
"sig_PVR_3_y","PVR","ADGRG1,CADM1,CD27,CD74,CD96,CSPG4,FLT1,FZD9,HRH2,IL6R,IL6ST,LAG3,PDCD1,PHEX,PTPRC,PTPRJ",53,84,80.4426860792012,137,3
"sig_ROBO1_1_y","ROBO1","ACVR1,ACVR2B,ACVRL1,ADAM22,ADAM23,ADGRE5,ADGRG1,ADGRL1,ADIPOR1,ADORA1,ADORA2B,ADRA2B,ADRB2,AGTR1,ALCAM,AMFR,APLP2,APP,ASGR1,ATP1A3,ATP6AP2,ATRN,BCAM,BDKRB1,BDKRB2,BMPR2,BOC,C3AR1,CANX,CAV1,CCR10,CD200,CD22,CD248,CD40,CD46,CD47,CD63,CD81,CD82,CD9,CDON,CEACAM1,CKAP4,CNTFR,CNTNAP1,COL13A1,CRLF1,CRLF3,CSPG4,DAG1,DCBLD2,DCHS1,DDR1,DDR2,DIP2A,DSC3,DSG2,EFNB1,EGFR,ENG,ENO1,EPHA2,EPHA5,EPHA6,EPHB1,EPHB2,EPHB3,EPHB4,EPOR,ERAP1,ERBB2,ERBB3,F11R,F2R,F2RL1,F2RL2,F3,FAS,FGFR3,FLT1,FLT3,FLT4,FPR1,FZD1,FZD2,FZD5,FZD6,FZD7,FZD8,FZD9,GALR2,GAS1,GHR,GLG1,GPC1,GPR1,GPR37,GPR39,GPR75,GRPR,HHIP,HLA-F,HRH2,HTR1D,HTR6,HTR7,ICAM1,ICAM3,IFNAR2,IFNGR1,IFNGR2,IFNLR1,IGF2R,IGFLR1,IL10RB,IL11RA,IL13RA1,IL13RA2,IL15RA,IL17RA,IL17RC,IL17RE,IL1R1,IL1RAP,IL27RA,IL2RB,IL31RA,IL4R,IL6ST,IL7R,ITGA1,ITGA10,ITGA11,ITGA2,ITGA3,ITGA5,ITGA6,ITGAE,ITGAM,ITGAV,ITGAX,ITGB1,ITGB2,ITGB3,ITGB4,ITGB5,JAM2,JAM3,JMJD6,KCNJ10,KISS1R,KIT,KREMEN1,KREMEN2,L1CAM,LAMP2,LDLR,LGR4,LINGO1,LMBR1L,LRFN3,LRP1,LRP4,LRP5,LRP6,LRP8,LSR,LTBR,MCAM,MMP24,MYLK,MYLK2,NCSTN,NEO1,NOTCH1,NOTCH3,NPR2,NRP1,NRP2,NRXN2,NT5E,NTSR1,OPRL1,OSMR,OXTR,PDE1B,PDE1C,PDGFRA,PDGFRB,PITPNM3,PLA2R1,PLD2,PLSCR4,PLXNB2,PLXNB3,PLXNC1,PLXND1,PRTG,PTCH1,PTCH2,PTH1R,PTK7,PTPRB,PTPRC,PTPRF,PTPRG,PTPRJ,PTPRK,PTPRM,PTPRS,PVR,RAMP1,RET,RGMB,ROBO1,ROBO4,ROR1,ROR2,RPSA,RTN4R,RTN4RL1,RYK,S1PR2,SCARB1,SCARF1,SCN8A,SDC1,SDC2,SDC3,SELPLG,SIRPA,SLC16A1,SLC40A1,SMO,SORL1,SORT1,SPN,SSTR1,SSTR2,SSTR5,STRA6,STX1A,TBXA2R,TFRC,TGFBR1,TGFBR2,TGFBR3,THBD,THY1,TIE1,TLR2,TLR4,TLR5,TLR6,TMEM67,TNFRSF10B,TNFRSF10D,TNFRSF11A,TNFRSF11B,TNFRSF12A,TNFRSF1A,TNFRSF8,TNFRSF9,TRAF2,TSPAN1,TYRO3,UNC5A,VASN,VIPR1,VLDLR,ZNRF3",4515,4102,4435.99581467255,8617,1
"sig_RPS19_1_y","RPS19","ABCA1,ACKR3,ACVR1,ACVR1B,ACVR2A,ACVR2B,ADAM22,ADAM23,ADCY1,ADCYAP1R1,ADGRE5,ADGRG1,ADIPOR1,ADIPOR2,ADORA1,ADRB2,AGR2,AGTR1,ALCAM,ALOX5,AMFR,AMHR2,APLP2,APP,AR,ATP1A3,ATP5F1B,ATP6AP2,ATRN,AXL,BAMBI,BCAM,BDKRB1,BDKRB2,BEX3,BMPR1A,BMPR1B,BMPR2,BOC,C5AR1,CADM1,CALCRL,CANX,CAV1,CCR7,CD151,CD163,CD22,CD274,CD320,CD36,CD38,CD40,CD44,CD46,CD55,CD63,CD79A,CD82,CD9,CDON,CEACAM1,CHRNA7,CKAP4,CLEC2B,CLEC2D,CNR1,CNTN1,CNTNAP1,CRLF1,CRLF3,CSF2RA,CSPG4,CXADR,DAG1,DCBLD2,DCHS1,DDR1,DSC3,DSG2,DYSF,EDA2R,EDNRA,EFNB1,EGFR,ENG,ENO1,EPCAM,EPHA2,EPHA4,EPHA7,EPHB1,EPHB2,EPHB3,EPHB4,EPHB6,EPOR,ERAP1,ERBB3,F11R,F2R,F2RL1,F2RL2,F3,FAS,FGFR1,FGFR4,FLOT1,FLT4,FZD1,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,FZD8,FZD9,GFRA1,GFRA2,GHR,GIPR,GLP2R,GPC1,GPR135,GPR19,GPR35,GPR39,GPR75,GRIN2D,GUCY2C,HAVCR1,HHIP,HMMR,HRH1,HTR1D,HTR1F,ICAM1,ICAM3,ICOSLG,IFNAR1,IFNAR2,IFNGR1,IFNGR2,IFNLR1,IGF1R,IL10RB,IL11RA,IL12RB1,IL13RA1,IL17RA,IL1R1,IL1RAP,IL31RA,IL3RA,IL4R,IL6R,IL6ST,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,ITGAE,ITGAM,ITGAV,ITGAX,ITGB1,ITGB2,ITGB3,ITGB4,ITGB5,ITGB7,ITGB8,JMJD6,KLB,KLRG1,KREMEN1,KREMEN2,LAMA4,LAMP1,LAMP2,LDLR,LGR4,LGR6,LIFR,LINGO1,LMBR1L,LPAR1,LPAR2,LRP1,LRP11,LRP6,LRP8,LSR,LTBR,LTK,MADCAM1,MC1R,MCAM,MERTK,MET,MGRN1,MMP24,MST1R,MTNR1A,MYLK,MYLK2,NCSTN,NECTIN1,NECTIN2,NECTIN3,NECTIN4,NEO1,NOTCH1,NOTCH2,NOTCH3,NPR3,NPY4R,NRCAM,NRP1,NRP2,NRXN2,NRXN3,NT5E,NTNG2,NTRK3,OGFR,OLR1,OSMR,OXTR,PDE1C,PDGFRA,PDGFRB,PHEX,PILRA,PITPNM3,PLA2R1,PLAUR,PLD2,PLG,PLGRKT,PLSCR1,PLSCR4,PLXDC1,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNB2,PLXNB3,PLXND1,PRTG,PTCH1,PTCH2,PTK7,PTPRB,PTPRF,PTPRG,PTPRJ,PTPRK,PTPRM,PTPRS,PVR,PVRIG,RHBDL2,RNF43,ROBO3,ROR1,RPSA,RTN4R,RTN4RL1,RTN4RL2,RYK,SCARB1,SCARF1,SDC1,SDC3,SDC4,SELPLG,SIRPA,SLAMF7,SLC16A1,SLC40A1,SMO,SORL1,SORT1,SSTR5,STRA6,TACR1,TACR2,TFR2,TFRC,TGFBR1,TGFBR2,TGFBR3,THBD,THY1,TLR2,TLR6,TMEM67,TNFRSF10A,TNFRSF10B,TNFRSF10C,TNFRSF10D,TNFRSF12A,TNFRSF14,TNFRSF1A,TNFRSF21,TNFRSF25,TRAF2,TREM2,TSPAN1,TYRO3,UNC5A,UNC5B,UNC5C,UNC5D,VSIR,ZNRF3",6083,5767,12697.2755498639,11850,2
